subject;variables.currentgroupnumber;blockcode;blocknum;trialcode;trialnum;response;correct;latency;stimulusnumber1;stimulusitem1;stimulusnumber2;stimulusitem2;stimulusnumber3;stimulusitem3
20;0;raketen;4;raketen_items;7;2;0;4613;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;25;feindselig
20;0;raketen;4;raketen_items;8;1;0;4433;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;24;schuldig
20;0;raketen;4;raketen_items;9;4;0;2539;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;12;beunruhigt
20;0;raketen;4;raketen_items;10;4;0;2058;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;23;verärgert
20;0;raketen;4;raketen_items;11;3;0;2421;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;22;ängstlich
20;0;raketen;4;raketen_items;12;3;0;2985;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;21;durcheinander
20;0;raketen;4;raketen_items;13;2;0;3087;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;17;entschlossen
20;0;raketen;4;raketen_items;14;5;0;1923;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;3;Anteil nehmend
20;0;raketen;4;raketen_items;15;5;0;1329;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;8;betrübt
20;0;raketen;4;raketen_items;16;5;0;1907;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;13;besorgt
20;0;raketen;4;raketen_items;17;2;0;3307;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;4;weichherzig
20;0;raketen;4;raketen_items;18;1;0;2003;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;20;stolz
20;0;raketen;4;raketen_items;19;5;0;4294;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;6;ergriffen
20;0;raketen;4;raketen_items;20;4;0;1536;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;7;aufgeschreckt
20;0;raketen;4;raketen_items;21;2;0;3055;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;19;angeregt
20;0;raketen;4;raketen_items;22;1;0;2746;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;5;zärtlich
20;0;raketen;4;raketen_items;23;1;0;3522;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;18;stark
20;0;raketen;4;raketen_items;24;5;0;2244;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;16;interessiert
20;0;raketen;4;raketen_items;25;5;0;2063;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;1;mitfühlend
20;0;raketen;4;raketen_items;26;3;0;2327;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;15;aktiv
20;0;raketen;4;raketen_items;27;4;0;2042;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;26;beschämt
20;0;sozialdemo;5;sozialdemo;1;0;0;59000;1;sozialdemo_israel.wmv;0;0;0;0
20;0;sozialdemo;5;sozialdemo_items;2;5;0;7951;1;Bitte geben Sie für jede der folgenden Aussagen an, wie sehr Sie dieser zustimmen:;1;Die soziale Ungleichheit in Israel ist vergleichbar mit der in anderen Industriestaaten.;0;0
20;0;sozialdemo;5;sozialdemo_items;3;6;0;3796;1;Bitte geben Sie für jede der folgenden Aussagen an, wie sehr Sie dieser zustimmen:;2;Ich kann mich gut mit dem Anliegen der Demonstranten identifizieren.;0;0
20;0;sozialdemo;5;sozialdemo_items;4;2;0;5532;1;Bitte geben Sie für jede der folgenden Aussagen an, wie sehr Sie dieser zustimmen:;3;Die im Beitrag gezeigte Protestform ist unangemessen.;0;0
20;0;sozialdemo;5;sozialdemo_items;5;6;0;3341;1;Bitte geben Sie für jede der folgenden Aussagen an, wie sehr Sie dieser zustimmen:;4;Ich teile den Ärger der Menschen über hohe Wohnungspreise.;0;0
20;0;sozialdemo;5;sozialdemo_items;6;2;0;4994;1;Bitte geben Sie für jede der folgenden Aussagen an, wie sehr Sie dieser zustimmen:;5;Die Forderungen der Demonstranten kommen mir übertrieben vor.;0;0
20;0;sozialdemo;5;sozialdemo_items;7;5;0;3112;1;Bitte geben Sie für jede der folgenden Aussagen an, wie sehr Sie dieser zustimmen:;6;Ich bin beunruhigt über die schwierige soziale Lage, die im Beitrag gezeigt wurde.;0;0
20;0;ni;6;ni;1;5;0;3997;1;Ich liebe Deutschland.;0;0;0;0
20;0;ni;6;ni;2;5;0;3571;2;Andere Nationen können eine Menge von uns lernen.;0;0;0;0
20;0;ni;6;ni;3;4;0;2681;3;Deutsch zu sein ist ein wichtiger Teil meiner Identität.;0;0;0;0
20;0;ni;6;ni;4;2;0;6837;4;Wenn man in der heutigen Welt wissen will, was zu tun ist, dann muss man auf unsere nationalen Autoritäten hören.;0;0;0;0
20;0;ni;6;ni;5;3;0;2929;5;Es ist mir wichtig für meine Nation einen eigenen Beitrag zu leisten.;0;0;0;0
20;0;ni;6;ni;6;1;0;2290;6;Die Bundeswehr ist die beste Armee der Welt.;0;0;0;0
20;0;ni;6;ni;7;4;0;5244;7;Es ist mir wichtig, mich als Deutsche(r) zu sehen.;0;0;0;0
20;0;ni;6;ni;8;2;0;4757;8;Eines der wichtigsten Dinge, die Kinder lernen müssen, ist der Respekt vor unseren nationalen Autoritäten.;0;0;0;0
20;0;ni;6;ni;9;5;0;3647;9;Ich stehe voll hinter meiner Nation.;0;0;0;0
20;0;ni;6;ni;10;5;0;3076;10;Verglichen mit anderen Nationen ist Deutschland eine sehr moralische Nation.;0;0;0;0
20;0;ni;6;ni;11;3;0;2935;11;Es ist mir wichtig, dass jeder mich als Deutsche(r) sieht.;0;0;0;0
20;0;ni;6;ni;12;1;0;3271;12;Es ist illoyal, wenn Deutsche Deutschland kritisieren.;0;0;0;0
20;0;ni;6;ni;13;2;0;2386;13;Es ist mir wichtig, meinem Land zu dienen.;0;0;0;0
20;0;ni;6;ni;14;1;0;3497;14;Deutschland ist in jeder Hinsicht besser, als andere Nationen.;0;0;0;0
20;0;ni;6;ni;15;5;0;4259;15;Wenn ich über Deutsche rede, sage ich für gewöhnlich 'wir' statt 'sie'.;0;0;0;0
20;0;ni;6;ni;16;3;0;9511;16;Es gibt gute Gründe für jedes Gesetz und jede Regelung, die von unseren nationalen Autoritäten gemacht wurden.;0;0;0;0
26;0;intro;1;intro;1;208;0;640439;1;humfak_leiste.jpg;1;S O C I A L     C O G N I T I O N     C O L O G N E;1;Herzlich Willkommen!
26;0;demog;2;sex;1;1;1;17822;0;0;0;0;0;0
26;0;demog;2;bildung;1;3;1;17822;0;0;0;0;0;0
26;0;demog;2;citizen;2;1;1;7326;0;0;0;0;0;0
26;0;demog;2;migr;2;0;1;7326;0;0;0;0;0;0
26;0;control_instr;3;control_instr;1;start;0;7085;1;control.jpg;1;start.jpg;0;0
26;0;raketen;4;raketen;1;0;0;48000;1;raketen.wmv;0;0;0;0
26;0;raketen;4;raketen_items;2;6;0;12786;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;10;bekümmert
26;0;raketen;4;raketen_items;3;5;0;6250;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;11;bestürzt
26;0;raketen;4;raketen_items;4;5;0;1619;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;21;durcheinander
26;0;raketen;4;raketen_items;5;3;0;4246;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;22;ängstlich
26;0;raketen;4;raketen_items;6;2;0;5921;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;17;entschlossen
26;0;raketen;4;raketen_items;7;2;0;1859;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;15;aktiv
26;0;raketen;4;raketen_items;8;6;0;3014;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;2;warmherzig
26;0;raketen;4;raketen_items;9;6;0;4632;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;9;aufgewühlt
26;0;raketen;4;raketen_items;10;5;0;1948;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;4;weichherzig
26;0;raketen;4;raketen_items;11;1;0;2806;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;20;stolz
26;0;raketen;4;raketen_items;12;4;0;4728;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;7;aufgeschreckt
26;0;raketen;4;raketen_items;13;7;0;1840;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;16;interessiert
26;0;raketen;4;raketen_items;14;7;0;2341;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;23;verärgert
26;0;raketen;4;raketen_items;15;5;0;3547;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;6;ergriffen
26;0;raketen;4;raketen_items;16;1;0;2538;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;19;angeregt
26;0;raketen;4;raketen_items;17;6;0;2874;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;26;beschämt
26;0;raketen;4;raketen_items;18;6;0;899;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;1;mitfühlend
26;0;raketen;4;raketen_items;19;1;0;7661;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;25;feindselig
26;0;raketen;4;raketen_items;20;6;0;1690;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;3;Anteil nehmend
26;0;raketen;4;raketen_items;21;6;0;947;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;14;verstört
26;0;raketen;4;raketen_items;22;1;0;1769;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;18;stark
26;0;raketen;4;raketen_items;23;1;0;1768;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;5;zärtlich
26;0;raketen;4;raketen_items;24;2;0;2967;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;24;schuldig
26;0;raketen;4;raketen_items;25;6;0;1924;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;8;betrübt
26;0;raketen;4;raketen_items;26;6;0;3068;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;12;beunruhigt
26;0;raketen;4;raketen_items;27;6;0;1238;1;Dieser Fragebogen enthält eine Reihe von Wörtern, die unterschiedliche Gefühle und Empfindungen beschreiben. Bitte geben Sie an, wie sehr Sie die jeweilige Empfindung gefühlt haben, während Sie den Beitrag zur Situation der Menschen in Sderot sahen.;1;Während ich den Beitrag zur Situation der Menschen in Sderot sah, fühlte ich mich ...;13;besorgt
26;0;sozialdemo;5;sozialdemo;1;0;0;59000;1;sozialdemo_israel.wmv;0;0;0;0
26;0;sozialdemo;5;sozialdemo_items;2;7;0;9745;1;Bitte geben Sie für jede der folgenden Aussagen an, wie sehr Sie dieser zustimmen:;1;Die soziale Ungleichheit in Israel ist vergleichbar mit der in anderen Industriestaaten.;0;0
26;0;sozialdemo;5;sozialdemo_items;3;4;0;4567;1;Bitte geben Sie für jede der folgenden Aussagen an, wie sehr Sie dieser zustimmen:;2;Ich kann mich gut mit dem Anliegen der Demonstranten identifizieren.;0;0
26;0;sozialdemo;5;sozialdemo_items;4;3;0;7063;1;Bitte geben Sie für jede der folgenden Aussagen an, wie sehr Sie dieser zustimmen:;3;Die im Beitrag gezeigte Protestform ist unangemessen.;0;0
26;0;sozialdemo;5;sozialdemo_items;5;5;0;5327;1;Bitte geben Sie für jede der folgenden Aussagen an, wie sehr Sie dieser zustimmen:;4;Ich teile den Ärger der Menschen über hohe Wohnungspreise.;0;0
26;0;sozialdemo;5;sozialdemo_items;6;5;0;8737;1;Bitte geben Sie für jede der folgenden Aussagen an, wie sehr Sie dieser zustimmen:;5;Die Forderungen der Demonstranten kommen mir übertrieben vor.;0;0
26;0;sozialdemo;5;sozialdemo_items;7;5;0;5743;1;Bitte geben Sie für jede der folgenden Aussagen an, wie sehr Sie dieser zustimmen:;6;Ich bin beunruhigt über die schwierige soziale Lage, die im Beitrag gezeigt wurde.;0;0
26;0;ni;6;ni;1;6;0;4413;1;Ich liebe Deutschland.;0;0;0;0
26;0;ni;6;ni;2;5;0;5385;2;Andere Nationen können eine Menge von uns lernen.;0;0;0;0
26;0;ni;6;ni;3;5;0;2393;3;Deutsch zu sein ist ein wichtiger Teil meiner Identität.;0;0;0;0
26;0;ni;6;ni;4;1;0;5319;4;Wenn man in der heutigen Welt wissen will, was zu tun ist, dann muss man auf unsere nationalen Autoritäten hören.;0;0;0;0
26;0;ni;6;ni;5;5;0;5766;5;Es ist mir wichtig für meine Nation einen eigenen Beitrag zu leisten.;0;0;0;0
26;0;ni;6;ni;6;1;0;2398;6;Die Bundeswehr ist die beste Armee der Welt.;0;0;0;0
26;0;ni;6;ni;7;5;0;3283;7;Es ist mir wichtig, mich als Deutsche(r) zu sehen.;0;0;0;0
26;0;ni;6;ni;8;1;0;4620;8;Eines der wichtigsten Dinge, die Kinder lernen müssen, ist der Respekt vor unseren nationalen Autoritäten.;0;0;0;0
26;0;ni;6;ni;9;3;0;5571;9;Ich stehe voll hinter meiner Nation.;0;0;0;0
